ampm,borough,cause,type,date,message,subject,time,hours,minutes,train,,,
PM,MANH,investigation,person,11/24/19,You may experience longer than expected wait times for southbound N and R trains after NYPD responded to a disruptive passenger on a train at Whitehall St.,manh n and r trains nypd investigation,1:47:16,1,47,N,,,
AM,MANH,medical problems,person,11/24/19,Southbound N and R trains are delayed while we get medical help for someone at Canal St.,manh n and r trains medical help,7:03:47,7,3,N,,,
PM,MANH,assault,person,11/25/19,Expect delays in 1 train service as they share the local track with 2 and 3 trains while we request NYPD and EMS assistance for an assaulted MTA employee at 34 St-Penn Station.,manh 1 trains assaulted employee,5:17:10,5,17,1,,,
PM,MANH,switch problems,train,11/25/19,Southbound 1 trains are holding in stations between 181 St and 137 St-City College because of a switch malfunction at 137 St-City College.,manh 1 trains switch malfunction,7:46:09,7,46,1,,,
AM,BX,brake activation,train,11/25/19,Southbound 2 and 5 trains are delayed while our crews investigate a train that had its brake activation 149 St-3 Av.,bx 2 and 5 trains brake activation,8:12:10,8,12,2,,,
PM,BKLYN,brake activation,train,11/25/19,"Expect longer wait times for northbound 2, 3, 4 and 5 trains after someone pulled the cord that activated the train's brakes at Franklin Av.",bklyn 2 3 4 and 5 trains brake activation,6:57:17,6,57,2,,, 5
PM,MANH,assault,person,11/25/19,Southbound 2 and 3 trains are running local from 34 St-Penn Station to 14 St while we request NYPD and EMS assistance for an assaulted MTA employee at 34 St-Penn Station.,manh 2 and 3 trains assaulted employee,5:15:39,5,15,2,,,
AM,BX,medical problems,person,11/25/19,"Southbound 2 trains are running express from E 180 St to 3 Av-149 St while we get medical help for someone at West Farms Sq-E Tremont Av.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",bx 2 train medical help,8:20:16,8,20,2,,,
PM,BX,medical problems,person,11/25/19,Northbound 2 and 5 trains are running with delays while we request EMS assistance for someone at E 180 St.,bx 2 and 5 train medical assistance,3:16:13,3,16,2,,,
AM,MANH,residual delays,train,11/25/19,Northbound 2/3 trains are running behind schedule after we moved a train with mechanical problems at Harlem-148 St. Expect longer waits for a northbound 2 or 3 train.,bk and manh 2 and 3 trains residual delays,11:24:08,11,24,2,,,
PM,BKLYN,struck by train,person,11/25/19,2 and 5 trains are delayed in both directions while we investigate a report of someone being struck by a train at Winthrop St.,bklyn 2 and 5 trains person struck by train,1:09:21,1,9,2,,,
PM,MANH,switch problems,train,11/25/19,Expect delays on the 2 and 3 lines as downtown trains run local south of 96 St in Manhattan due to a switch malfunction at 137 St-City College on the 1 line.,manh 2 and 3 trains switch malfunction,8:13:50,8,13,2,,,
PM,MANH,brake activation,train,11/25/19,"There are service changes and delays on 3 trains while we investigate why a train's brakes were activated near Harlem-148 St.

There are no 3 trains between 135 St and Harlem-148 St in both directions. 

Some northbound 3 trains will run via the 1 line from 96 St to 137 St-City College. 

Some northbound 3 trains will run via the 2 line from 135 St to E 180 St. 

Expect delays in both directions.",manh 3 trains,12:09:14,12,9,3,,,
PM,BKLYN,signal malfunction,train,11/25/19,Southbound 3 and 4 trains are moving at slower speeds near Pennsylvania Av because of a signal malfunction at that station.,bklyn 3 and 4 trains signal malfunction,9:30:32,9,30,3,,,
PM,MANH,brake activation,train,11/25/19,Southbound 4 and 5 trains are running on the local track from 125 St to Grand Central-42 St while we investigate why a train's brakes were activated at 59 St.,manh 4 and 5 trains brake activation,7:58:32,7,58,4,,,
AM,MANH,unsanitary train,person,11/25/19,Southbound 4 and 5 trains are delayed while we isolate a car with a soiled interior at 14 St-Union Sq.,manh 4 and 5 trains soiled interior,11:36:40,11,36,4,,,
PM,MANH,brake activation,train,11/25/19,Expect delays in 6 train service as they share the track with 4 and 5 trains while we investigate why a train's brakes were activated at 59 St.,manh 6 trains brake activation,7:59:32,7,59,6,,,
PM,QNS,brake activation,train,11/25/19,7 trains are proceeding with delays after we moved a train that had its brake activation at 74 St-Broadway.,qns 7 trains brake activation,6:23:10,6,23,7,,,
AM,QNS,brake activation,train,11/25/19,Flushing-bound 7 trains are delayed because a train's brakes were activated at Queensboro Plaza.,qns 7 train brake activation,2:55:38,2,55,7,,,
PM,MANH,investigation,person,11/25/19,Expect longer wait times in 7 train service in both directions following an earlier investigation at 34 St-Hudson Yards.,manh 7 trains investigation,9:48:46,9,48,7,,,
PM,QNS,brake activation,train,11/25/19,Expect longer waits for northbound A trains after we moved a train that had its brake activation at Aqueduct Racetrack.,qns a trains brake activation,10:30:07,10,30,A,,,
AM,QNS,bridge,other,11/25/19,Expect longer wait times for northbound A trains after the South Channel Bridge was open for marine traffic.,qns a train bride opening,5:17:35,5,17,A,,,
PM,MANH,door problems,train,11/25/19,Expect longer wait time for northbound A trains in Manhattan after we removed a train with door problems from service at 80 St.,manh a trains door problems,12:37:48,12,37,A,,,
AM,MANH,medical problems,person,11/25/19,"Southbound A trains are running on the local track from 168 St to 145 St while we get medical help for someone at 145 St.

Expect delays in southbound service.",manh a medical help,8:27:01,8,27,A,,,
PM,MANH,signal malfunction,train,11/25/19,"Northbound A, B, C and D trains are running with delays because of a signal malfunction at 145 St.",manh a b c and d trains signal malfunction,9:04:25,9,4,A,,, d
PM,QNS,signal problems,train,11/25/19,"Lefferts Blvd-bound A trains are ending at Howard Beach-JFK Airport because of a signal problem at Lefferts Blvd.

Expect delays in both directions.

For service to Ozone Park-Lefferts Blvd, take the Q112 bus from the Rockaway Blvd station.",qns a trains signal problem,11:27:17,11,27,A,,,
AM,BKLYN,brake activation,train,11/25/19,Southbound B and Q trains are delayed because a train's brakes were activated near Prospect Park.,bklyn b and q trains brake activation,9:15:17,9,15,B,,,
AM,BKLYN,brake activation,train,11/25/19,Southbound B and Q trains are proceeding with delays after we moved a train that had its brake activation at Prospect Park.,bklyn b and q trains brake activation,8:42:57,8,42,B,,,
AM,BKLYN,brake activation,train,11/25/19,Northbound B and Q trains are proceeding with delays after a train's brakes were activated at Prospect Park.,bklyn b and q train brake activation,8:36:26,8,36,B,,,
PM,BKLYN,mechanical problems,train,11/25/19,Expect delays in B train service as they share the track with Q trains because of a train with mechanical problems at Beverly Rd.,bklyn b trains mechanical problems,6:51:13,6,51,B,,,
PM,MANH,signal malfunction,train,11/25/19,"Southbound B, D, N and Q trains are running with delays because of a signal malfunction on the Manhattan Bridge.",manh b d n and q trains signal malfunction,6:05:56,6,5,B,,, q
PM,MANH,switch problems,train,11/25/19,"B and D trains are running with delays in both directions while we work to correct a switch malfunction at 145 St.

Some northbound B will run on the local track to Bedford Park Blvd.",manh b trains switch malfunction,8:20:20,8,20,B,,,
AM,MANH,switch problems,train,11/25/19,"Update: B/Q trains have resumed running on their regular routes after we corrected a malfunctioning switch at DeKalb Av.

Expect residual delays on the B/Q and D/N/R lines while we get trains back on schedule.",manh and bk b and q trains switch problem,11:34:04,11,34,B,,,
PM,MANH,brake activation,train,11/25/19,"There are delays and multiple impacts in C and E train service while we investigate why a train's brakes were activated at W 4 St-Washington Sq. 

Southbound C trains are running express from 59 St-Columbus Circle to Canal St. 

Southbound E trains are running express from 42 St-Port Authority Bus Terminal to Canal St.",manh c and e trains brake activation,2:02:58,2,2,C,,,
PM,,brake activation,train,11/25/19,Southbound C trains are delayed while we investigate why a train's brakes were activated at Utica Av.,bklytn c trains brake activation,12:28:19,12,28,C,,,
AM,,switch problems,train,11/25/19,Expect delays in southbound D N R and W service while we reroute B and Q trains in Manhattan and Brooklyn because of a switch problem at DeKalb Av.,manh/bklyn d n r and w trains switch problem,10:20:24,10,20,D,,, w
PM,QNS,signal malfunction,train,11/25/19,"There are delays and multiple impacts in E and F train service because of a signal malfunction at 36 St (QNS). 

Some northbound E trains will end at Queens Plaza.

Some northbound E trains are running on the local track from Queens Plaza to Jackson Hts-Roosevelt Av.",qns e and f trains signal malfunction,9:01:59,9,1,E,,,
PM,QNS,signal malfunction,train,11/25/19,"There are delays and multiple impacts in E and F train service because of a signal malfunction at 46 St. 

Northbound E trains are running local from Queens Plaza to Jackson Hts-Roosevelt Av. 

Northbound F trains are running local from 21 St-Queensbridge to Jackson Hts-Roosevelt Av.",qns e and f trains signal malfunction,7:55:20,7,55,E,,,
PM,BKLYN,vandalized trains,person,11/25/19,Expect longer wait times for northbound F trains after we isolated a car with a damaged window at Jay St-MetroTech. One northbound F train was rerouted over the G line from Bergen St to Court Sq then along the E line to Jackson Hts-Roosevelt Av.,bklyn f trains vandalized train car,2:15:17,2,15,F,,,
PM,BKLYN,signal malfunction,train,11/25/19,Court Sq-bound G trains are running with delays because of a signal malfunction at Church Av.,bklyn g trains signal malfunction,7:32:14,7,32,G,,,
AM,BKLYN,nypd activity,person,11/25/19,Broad St-bound J trains are delayed while we request NYPD assistance for a disruptive passenger at Marcy Av.,bklyn j train nypd assistance,5:20:03,5,20,J,,,
PM,BKLYN,track maintenance,train,11/25/19,"There are delays and multiple impacts in J and M train service while we perform urgent track maintenance at Marcy Av. 

Broad St-bound J and 71 Av-bound M trains are running express from Myrtle Av to Marcy Av. 

Jamaica bound J trains are running local from Marcy Av to Myrtle Av.",bklyn j and m trains track maintenance,2:55:46,2,55,J,,,
AM,BKLYN,mechanical problems,train,11/25/19,8 Av-bound L trains are delayed while we investigate a mechanical problem on a train at Bedford Av.,bklyn l train mechanical problem,9:35:08,9,35,L,,,
PM,MANH,network communications issue,train,11/25/19,Canarsie-bound L trains are proceeding with delays after an earlier network communication issue at 1 Av.,manh l train network communication issue,1:36:36,1,36,L,,,
PM,QNS,signal malfunction,train,11/25/19,Expect delays in 71 Av -bound M and R trains as they share the track with E and F trains because of a signal malfunction at 46 St.,qns m and r trains signal malfunction,7:56:09,7,56,M,,,
PM,QNS,signal malfunction,train,11/25/19,There are delays in M and R service while we reroute E trains on the local track as we work to correct a signal malfunction at 36 St (QNS).,qns m and r trains trains rerouted,9:03:47,9,3,M,,,
PM,BKLYN,brake activation,train,11/25/19,Northbound N trains are running with delays while we investigate why a train's brakes were activated at Avenue U.,bklyn n train brake activation,2:45:25,2,45,N,,,
AM,MANH,door problems,train,11/25/19,"Southbound N, R and W trains are proceeding with delays after we fixed a train with door problems at 5 Av-59 St.

Expect delays as we get trains back on schedule.",manh n r and w trains door problems,8:27:55,8,27,N,,,
AM,MANH,ems help,person,11/25/19,Northbound N trains are delayed while we request EMS assistance for a sick passenger at Whitehall St-South Ferry.,manh n train ems assistance,1:45:05,1,45,N,,,
PM,BKLYN,mechanical problems,train,11/25/19,Expect longer wait times for northbound N train service after we moved a train with mechanical problems at 86 St.,bklyn n trains mechanical problem,3:40:18,3,40,N,,,
AM,QNS,medical problems,person,11/25/19,N and W trains may experience delays entering and leaving Astoria-Ditmars Blvd while we get medical help for someone on a train at that station.,qns n and w trains medical help,8:58:14,8,58,N,,,
PM,BKLYN,brake activation,train,11/25/19,Southbound Q trains are proceeding with delays after we moved a train that had its brake activation at Avenue H.,bklyn q trains brake activation,11:43:32,11,43,Q,,,
PM,BKLYN,mechanical problems,train,11/25/19,"Southbound Q trains are running express from Prospect Park to Kings Hwy because of a train with mechanical problems at Beverly Rd.

For service to/from bypassed stations, use northbound Q trains.",bklyn q trains mechanical problems,6:50:33,6,50,Q,,,
AM,BKLYN,switch problems,train,11/25/19,"Southbound Q trains are running on the R line from Atlantic Av-Barclays Ctr to 36 St then on the D line to Coney Island-Stillwell Av because of a switch problem at DeKalb Av.

Expect delays in southbound service.",bklyn q train switch problem,9:58:28,9,58,Q,,,
PM,BKLYN,signal malfunction,train,11/25/19,Southbound R trains are moving at slower speeds near Jay St-MetroTech because of a signal malfunction at that station.,bklyn r trains signal malfunction,9:28:16,9,28,R,,,
AM,SI,slippery rails,other,11/25/19,SIR trains are running with delays in both directions due to slippery rails.,si sir trains slippery rails,8:27:40,8,27,SIR,,,
AM,BX,brake activation,train,11/26/19,1 trains are delayed in both directions while we investigate why a train's brakes was activated at Van Cortlandt Park-242 St.,bx 1 train brake activation,6:28:56,6,28,1,,,
PM,MANH,medical problems,person,11/26/19,Southbound 1 trains are delayed while we request medical help for someone at Houston St.,manh 1 trains medical help,10:29:47,10,29,1,,,
PM,MANH,medical problems,person,11/26/19,"Northbound 1 trains are running on the express track from Chambers St to 14 St while we request EMS assistance for someone at 14 St.

For service to/from bypassed stations, take a southbound train.",manh 1 trains medical assistance,6:40:35,6,40,1,,,
AM,BKLYN,brake activation,train,11/26/19,Northbound 2 are delayed while crews investigate a train that had its brake activation at Flatbush Av-Brooklyn College.,bklyn 2 trains brake activation,2:21:54,2,21,2,,,
PM,"BKLYN, MANH",medical problems,person,11/26/19,You may experience longer than expected wait times for northbound 2 trains after we got medical help for someone at Houston St.,bklyn and manh 2 trains medical help,11:48:27,11,48,2,,,
AM,BX,sick passenger,person,11/26/19,Southbound 2 trains are delayed while we get EMS assistance for a customer at 3 Av-149 St.,bx 2 trains sick customer,12:25:39,12,25,2,,,
PM,MANH,disruptive passenger,person,11/26/19,Northbound 4 5 trains are getting back on schedule after NYPD removed a person being disruptive from a train at 14 St-Union Sq.,manh 4 and 5 trains disruptive person,5:01:19,5,1,4,,,
AM,MANH,police assistance,person,11/26/19,"Northbound 4 and 6 trains are running on the express track Brooklyn Bridge-City Hall to 14 St-Union Sq while we request EMS assistance for an disruptive passenger at Canal St.

For service to/from the bypassed stations, take a southbound train.",manh 4 and 6 trains police assistance,4:09:33,4,9,4,,,
PM,"MANH, BX",signal malfunction,train,11/26/19,"Northbound 4, 5 and 6 trains are getting back on schedule after our crews corrected a signal malfunction at 3 Av-138 St.",manh and bx 4 5 and 6 trains signal malfunction,8:39:41,8,39,4,,,
PM,"MANH, BX",signal malfunction,train,11/26/19,Northbound 4 5 6 trains are running with delays because of a malfunctioning signal at 3 Av-138 St.,manh and bx 4 5 and 6 trains signal malfunction,6:01:28,6,1,4,,,
PM,BX,surfing,person,11/26/19,Northbound 4 trains are delayed while we investigate reports that someone is riding on top of a train at Fordham Rd.,bx 4 trains disruptive people,7:29:46,7,29,4,,,
PM,BX,brake activation,train,11/26/19,"Southbound 5 trains are running express from Dyre Av to E 180 St while we investigate why a train's brakes were activated at Gun Hill Rd.

For service to/from bypassed stations, use northbound 5 service.",bx 5 trains train with brake activation,10:16:15,10,16,5,,,
PM,BX,disruptive passenger,person,11/26/19,Southbound 6 trains are running with delays while we request police assistance for a disruptive passenger at Zerega Av.,bx 6 trains disruptive passenger,4:08:01,4,8,6,,,
PM,BX,nypd activity,person,11/26/19,Southbound 6 trains are delayed because of NYPD activity at Hunts Point Av.,bx 6 trains nypd activity,4:47:24,4,47,6,,,
AM,BX,signal problems,train,11/26/19,Southbound 6 trains are running express from Hunts Point Av to 3 Av-138 St while we investigate the cause of an earlier signal problem at 3 Av-138 St,bx 6 train signal problem,11:44:23,11,44,6,,,
AM,MANH,switch problems,train,11/26/19,Southbound 6 trains are running express from Hunts Point Av to 138 St-3 Av because of a switch problem at 138 St-3 Av.,manh 6 trains switch problem,9:10:28,9,10,6,,,
PM,QNS,disruptive passenger,person,11/26/19,Main St-bound 7 trains are delayed while we request police assistance for a disruptive passenger at 111 St.,qns 7 trains disruptive passenger,9:43:13,9,43,7,,,
PM,MANH,brake activation,train,11/26/19,Northbound A and D trains are delayed while we investigate why a train's brakes were activated at 59 St-Columbus Circle.,manh a and d trains brake activation,7:16:43,7,16,A,,,
PM,MANH,medical problems,person,11/26/19,Northbound A and D trains are running with delays while we request EMS assistance for someone at 125 St.,manh a and d trains medical assistance,8:29:13,8,29,A,,,
PM,MANH,medical problems,person,11/26/19,Northbound A and D trains are delayed while we get medical help for someone at 125 St.,manh a and d trains medical assistance,7:30:01,7,30,A,,,
AM,MANH,track maintenance,train,11/26/19,Northbound A trains are bypassing Dyckman St because of track maintenance near that station.,manh a trains track maintenance,3:00:41,3,0,A,,,
AM,BKLYN,switch problems,train,11/26/19,Northbound B and Q trains are running with delays while we address a switch problem between Parkside Av and Prospect Park,bklyn b and q trains switch problem,7:50:49,7,50,B,,,
PM,BX,rail repair,train,11/26/19,Southbound D trains are running express from 161 St-Yankee Stadium to 145 St while we make urgent repairs to a rail near 161 St-Yankees Stadium.,bx d trains rail repair,2:01:26,2,1,D,,,
PM,BKLYN,signal problems,train,11/26/19,Northbound D trains are running at slower speeds in Brooklyn while we work to address a signal problem at 9 Av.,bklyn d trains signal problem,10:27:18,10,27,D,,,
PM,QNS,broken window,train,11/26/19,Southbound E and F trains are running with delays while we remove a train with a broken window from service at Briarwood.,qns e and f trains train remove from service.,6:24:12,6,24,E,,,
PM,QNS,signal malfunction,train,11/26/19,Expect delays in northbound E and F train service because M and R trains are running on the express track while we work to correct a signal malfunction at Elmhurst Av.,qns e and f trains signal malfunction,6:08:44,6,8,E,,,
AM,BKLYN,brake activation,train,11/26/19,Southbound F trains are running with delays while we investigate the cause of emergency brakes being activated near Kings Highway.,bklyn f train emergency brakes,11:13:50,11,13,F,,,
AM,QNS,nypd activity,person,11/26/19,"Northbound F trains are running local from 36 St (Queens) to Jackson Hts-Roosevelt Av because of  NYPD activity at Roosevelt Av.

You may experience delays in northbound E train service.",qns f trains nypd activity,12:21:44,12,21,F,,,
AM,BKLYN,sick passenger,person,11/26/19,Northbound F and G trains are running with delays due to brake activation on a G at Church Av and someone requesting medical assistance at Carroll St,bklyn f and g trains brake activation/sick passenger,9:08:12,9,8,F,,,
PM,QNS,signal malfunction,train,11/26/19,71 Av-bound M and R trains are running at slower speeds while our crews work to correct a signal malfunction at Elmhurst Av.,qns m and r trains signal malfunction,5:39:34,5,39,M,,,
PM,BKLYN,brake activation,train,11/26/19,Northbound N trains are running with delays while we investigate why a train's brakes were activated at Kings Hwy.,bklyn n trains brake activation,2:47:29,2,47,N,,,
PM,MANH,assault,person,11/26/19,"Northbound N, Q and R trains are bypassing 49 St while we request NYPD and EMS assistance for an assaulted MTA employee at that station.

For service to 49 St, take a southbound N, Q or R train.",manh n q and r trains assault,8:43:37,8,43,N,,,
PM,MANH,medical problems,person,11/26/19,Northbound N and Q trains are running on the local track from Canal St to 34 St-Herald Sq while we request EMS assistance for someone at 14 St-Union Sq.,manh n and q trains medical assistance,2:43:01,2,43,N,,,
AM,MANH,rail replacement,train,11/26/19,"Northbound N and Q trains are running express from Canal St to 57 St-7 Av while our crews replace rails at 23 St.

For service to/from the bypassed stations, take a southbound train.",manh n and q trains rail replacement,2:03:42,2,3,N,,,
PM,MANH,sick passenger,person,11/26/19,"Northbound N, R, and W trains are getting back on schedule after we got medical help for someone at 57 St-7 Av.",manh n r w trains sick passenger,6:31:53,6,31,N,,,
AM,BKLYN,brake activation,train,11/26/19,Southbound Q trains are running express from Prospect Park to Kings Highway while we investigate what caused a train's brakes to activate at Avenue H.,bklyn q trains brake activation,7:30:23,7,30,Q,,,
AM,BKLYN,brake activation,train,11/26/19,Southbound Q trains are delayed while our crew investigates a train that had its brake activation Cortelyou Rd.,bklyn q trains brake activation,6:00:25,6,0,Q,,,
PM,BKLYN,disruptive passenger,person,11/26/19,Southbound Q trains are delayed while we request NYPD assistance for disruptive passengers at Neck Rd.,bklyn q trains disruptive passengers,7:32:46,7,32,Q,,,
AM,SI,rail condition,train,11/26/19,Staten Island Railway trains are running with delays in both directions because of slippery rail conditions.,si sir trains slippery rail conditions,1:32:42,1,32,SIR,,,
AM,MANH,track maintenance,train,11/26/19,"Brooklyn-bound N, Q and R trains are delayed because of track maintenance from Canal St to DeKalb Av.",manh n/q/r trains track maintenance,12:24:40,12,24,N,,,
PM,MANH,disruptive passenger,person,11/27/19,Southbound 1 trains are delayed while NYPD responds to a disruptive person at 18 St.,manh 1 train disruptive passenger,10:05:01,10,5,1,,,
AM,MANH,rail replacement,train,11/27/19,Northbound 1 trains are holding in stations between 96 St and 137 St-City College while we replace rails at 137 St-City College.,manh 1 trains rail replacement,3:07:18,3,7,1,,,
AM,MANH,signal malfunction,train,11/27/19,Uptown 1 and 2 trains are delayed because of a signal malfunction at 59 St-Columbus Circle.,manh 1 and 2 trains signal malfunction,3:45:53,3,45,1,,,
AM,"MANH, BX",struck by train,person,11/27/19,"There is no 1 train service between 242 St-Van Cortlandt Park and 215 St while emergency teams respond to someone who was struck by a train at 238 St.

1 trains are running between 215 St and South Ferry.

For service to/from affected stations, see a station agent to request a free courtesy pass for Bx7 and/or Bx9 bus service.",manh and bx 1 trains person struck by train,12:32:40,12,32,1,,,
AM,BX,struck by train,person,11/27/19,1 trains are delayed in both directions while emergency crews respond to someone who was struck by a train at 231 St.,bx 1 trains someone struck by a train,12:15:51,12,15,1,,,
AM,MANH,track fire,other,11/27/19,1 and 2 trains in both directions are delayed while FDNY responds to a report of a track fire at Chambers St.,manh 1 and 2 trains track fire,12:39:58,12,39,1,,,
AM,MANH,track fire,other,11/27/19,1 and 2 trains in both directions are delayed while FDNY responds to a report of a track fire at Chambers St.,manh 1 and 2 trains track fire,12:27:06,12,27,1,,,
PM,MANH,work trains,train,11/27/19,Expect delays in 1 service in both directions after we moved a work train near 137 St-City College.,manh 1 train work train,12:09:21,12,9,1,,,
AM,MANH,door problems,train,11/27/19,Northbound 2 and 3 trains are proceeding with delays after we fixed a train with door problems at Wall St.,manh 2 and 3 trains door problems,7:40:45,7,40,2,,,
AM,MANH,medical problems,person,11/27/19,2 trains are holding in stations in both directions while EMS responds to someone in need of medical help at Harlem-148 St.,manh 2 trains someone in need of medical help,1:53:40,1,53,2,,,
AM,MANH,medical problems,person,11/27/19,Southbound 2 and 3 trains are holding in stations while we get medical help for a passenger at 72 St.,manh 2 and 3 trains medical assistance,8:41:28,8,41,2,,,
PM,BKLYN,nypd activity,person,11/27/19,Southbound 2 and 3 trains are delayed while we get NYPD assistance for a customer at Atlantic Av-Barclays Ctr.,bklyn 2 and 3 trains nypd assistance,12:18:17,12,18,2,,,
AM,"MANH, BKLYN",track maintenance,train,11/27/19,Southbound 2 trains are delayed while our crews perform track maintenance in the Clark St tube between Wall St and Clark St.,manh and bklyn 2 trains track maintenance,2:25:54,2,25,2,,,
AM,MANH,door problems,train,11/27/19,Southbound 3 trains are proceeding with delays after we corrected a train with door problems at 96 St.,manh 3 train door problem,10:49:36,10,49,3,,,
AM,BKLYN,unauthorized person,person,11/27/19,Northbound 3 trains are delayed while we remove third-rail power as NYPD works to remove an unauthorized person from the tracks at Junius St.,bklyn 3 trains unauthorized person on the tracks,10:27:08,10,27,3,,,
AM,MANH,investigation,person,11/27/19,Northbound 4 and 6 trains are delayed while NYPD conducts an investigation at 59 St.,manh 4 trains nypd investigation,12:47:56,12,47,4,,,
PM,BKLYN,medical problems,person,11/27/19,"Northbound 4 trains are running express from 167 St to Burnside Av while we request EMS assistance for someone at Burnside Av.

For service to/from bypassed stations, use southbound 4 trains.",bklyn 4 trains medical assistance,7:37:04,7,37,4,,,
PM,BKLYN,medical problems,person,11/27/19,Southbound 4 and 5 trains are running local from Atlantic Av-Barclays Ctr to Franklin Av while we request EMS assistance for someone at Atlantic Av-Barclays Ctr.,bklyn 4 and 5 trains medical assistance,2:50:01,2,50,4,,,
AM,BX,brake activation,train,11/27/19,"Southbound 5 trains are running express from Gun Hill Rd to E 180 St because a train's brakes were activated at Gun Hill Rd.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",bx 5 train brake activation,10:18:25,10,18,5,,,
AM,MANH,brake activation,train,11/27/19,"Northbound 6 trains are running express from Grand Central-42 St to 125 St while we investigate what activated a train's brakes at 116 St.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound train.",manh 6 train brake activation,7:02:28,7,2,6,,,
PM,MANH,door problems,train,11/27/19,Southbound 6 trains are delayed while we remove a train with door problems from service at 14 St-Union Sq.,manh 6 trains train with door problems,10:28:59,10,28,6,,,
PM,MANH,medical problems,person,11/27/19,Northbound 6 trains are delayed while we request medical assistance for someone at 23 St.,manh 6 trains medical assistance,4:17:16,4,17,6,,,
AM,BX,medical problems,person,11/27/19,6 trains are delayed in both directions while EMS responds to someone in need of medical attention at Pelham Bay Park.,bx 6 trains someone in need of medical attention,2:05:50,2,5,6,,,
PM,BX,struck by train,person,11/27/19,Southbound 6 trains are delayed while we investigate reports that someone was struck by a train at Brook Av.,bx 6 trains customer struck by train,8:47:40,8,47,6,,,
AM,QNS,disruptive passenger,person,11/27/19,Main St-bound 7 trains are delayed while NYPD responds to a report of a passenger being disruptive at 90 St-Elmhurst Av.,qns 7 trains passenger being disruptive,2:10:54,2,10,7,,,
AM,QNS,mechanical problems,train,11/27/19,Flushing-bound 7 trains are delayed while we remove a train with a mechanical problem from service at 74 St-Broadway.,qns 7 train mechanical problem,7:46:02,7,46,7,,,
AM,BKLYN,door problems,train,11/27/19,Northbound A trains are proceeding with delays after a customer refused to allow the train doors to close at Broadway Junction.,bklyn a train door problem,8:32:14,8,32,A,,,
AM,MANH,investigation,person,11/27/19,"Northbound A, B, C and D trains are experiencing delays entering and leaving 59 St-Columbus Circle while NYPD conducts an investigation at that station.",manh a b c and d trains nypd investigation,9:21:56,9,21,A,,, d
AM,QNS,nypd activity,person,11/27/19,Northbound A trains are delayed while we request NYPD assistance at Beach 44 St.,qns a train nypd assistance,8:55:01,8,55,A,,,
AM,QNS,nypd activity,person,11/27/19,"Northbound A trains are skipping Howard Beach-JFK Airport while we request NYPD assistance at that station.

For service to/from that station, take a southbound train.",qns a train nypd activity,7:00:16,7,0,A,,,
PM,"BKLYN, MANH",sick passenger,person,11/27/19,Northbound A/C trains are getting back on schedule after we got emergency medical help for someone at Jay St-MetroTech.,bklyn and manh a and c trains sick customer,8:21:52,8,21,A,,,
PM,BKLYN,brake activation,train,11/27/19,Expect delays in southbound B trains as they share the track with Q trains while we investigate why a train's brakes were activated at Beverly Rd.,bklyn b trains brake activation,5:16:52,5,16,B,,,
PM,BKLYN,brake activation,train,11/27/19,Expect delays in southbound B trains as they share the track with Q trains while we investigate why a train's brakes were activated at Cortelyou Rd.,bklyn b trains brake activation,4:45:40,4,45,B,,,
PM,BKLYN,signal problems,train,11/27/19,Expect a longer wait time for B and Q trains in both directions while we work to correct a signal problem at Prospect Park.,bklyn b and q trains signal problem,12:04:37,12,4,B,,,
PM,"BKLYN, MANH",mechanical problems,train,11/27/19,Northbound D trains are delayed while we work to address a mechanical problem on a work train on the Manhattan Bridge.,bklyn and manh d trains work train with mechanical problem,11:44:34,11,44,D,,,
PM,MANH,door problems,train,11/27/19,Expect longer wait times for northbound E train service after we corrected a door malfunction on a train at World Trade Center.,manh e trains door malfunction,2:36:26,2,36,E,,,
AM,MANH,rail replacement,train,11/27/19,"Northbound E trains are running on the M line from W 4 St-Washington Sq to 5 Av-53 St while we replace rails at 7 Av.

For service to/from bypassed stations, take a southbound E train.",manh e trains rail replacement,2:23:32,2,23,E,,,
PM,MANH,removed a train from service,train,11/27/19,Northbound E trains are delayed while we remove a train with mechanical problems from service at 50 St.,manh e trains train removed from service,4:10:15,4,10,E,,,
PM,QNS,signal malfunction,train,11/27/19,Southbound E and F trains are running local from Forest Hills-71 Av to Jackson Hts-Roosevelt Av because of a signal malfunction at Jackson Hts-Roosevelt Av.,qns e and f trains signal malfunction,4:05:07,4,5,E,,,
PM,QNS,struck by train,person,11/27/19,E trains are delayed in both directions while we request police and EMS assistance for someone who was struck by a train at Sutphin Blvd-Archer Av JFK Airport,qns e trains person struck by a train,5:12:30,5,12,E,,,
PM,MANH,door problems,train,11/27/19,"Northbound F trains are running with delays while we remove a train with a door malfunction from service at East Broadway.

Some northbound F trains are running on the A line from Jay St-MetroTech to W 4 St-Washington Sq.",manh f trains door malfunction,5:48:07,5,48,F,,,
PM,MANH,mechanical problems,train,11/27/19,Southbound F and M trains are delayed while we remove a train with a mechanical problem from service at 47-50 Sts-Rockefeller Center,manh f and m trains mechanical problem,6:42:21,6,42,F,,,
