no,which,ampm,borough,cause,date,message,subject,time,train
44,NYC,AM,MANH,medical problems,11/25/19,"Southbound A trains are running on the local track from 168 St to 145 St while we get medical help for someone at 145 St.

Expect delays in southbound service.",manh a medical help,8:27:01,a
49,NYC,AM,BX,medical problems,11/25/19,"Southbound 2 trains are running express from E 180 St to 3 Av-149 St while we get medical help for someone at West Farms Sq-E Tremont Av.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",bx 2 train medical help,8:20:16,2
6,NYC,PM,BX,medical problems,11/25/19,Northbound 2 and 5 trains are running with delays while we request EMS assistance for someone at E 180 St.,bx 2 and 5 train medical assistance,3:16:13,"2, 5"
34,NYC,AM,BKLYN,nypd activity,11/25/19,Broad St-bound J trains are delayed while we request NYPD assistance for a disruptive passenger at Marcy Av.,bklyn j train nypd assistance,5:20:03,j
11,NYC,AM,MANH,residual delays,11/25/19,Northbound 2/3 trains are running behind schedule after we moved a train with mechanical problems at Harlem-148 St. Expect longer waits for a northbound 2 or 3 train.,bk and manh 2 and 3 trains residual delays,11:24:08,"2, 3"
13,NYC,PM,QNS,signal malfunction,11/25/19,Expect delays in 71 Av -bound M and R trains as they share the track with E and F trains because of a signal malfunction at 46 St.,qns m and r trains signal malfunction,7:56:09,"m, r"
38,NYC,PM,QNS,signal malfunction,11/25/19,"There are delays and multiple impacts in E and F train service because of a signal malfunction at 36 St (QNS). 

Some northbound E trains will end at Queens Plaza.

Some northbound E trains are running on the local track from Queens Plaza to Jackson Hts-Roosevelt Av.",qns e and f trains signal malfunction,9:01:59,"e, f"
14,NYC,PM,QNS,signal malfunction,11/25/19,"There are delays and multiple impacts in E and F train service because of a signal malfunction at 46 St. 

Northbound E trains are running local from Queens Plaza to Jackson Hts-Roosevelt Av. 

Northbound F trains are running local from 21 St-Queensbridge to Jackson Hts-Roosevelt Av.",qns e and f trains signal malfunction,7:55:20,"e, f"
46,NYC,PM,MANH,signal malfunction,11/25/19,"Southbound B, D, N and Q trains are running with delays because of a signal malfunction on the Manhattan Bridge.",manh b d n and q trains signal malfunction,6:05:56,"b, d, n, q"
36,NYC,PM,MANH,signal malfunction,11/25/19,"Northbound A, B, C and D trains are running with delays because of a signal malfunction at 145 St.",manh a b c and d trains signal malfunction,9:04:25,"a, b, c, d"
31,NYC,PM,BKLYN,signal malfunction,11/25/19,Southbound R trains are moving at slower speeds near Jay St-MetroTech because of a signal malfunction at that station.,bklyn r trains signal malfunction,9:28:16,r
22,NYC,PM,BKLYN,signal malfunction,11/25/19,Court Sq-bound G trains are running with delays because of a signal malfunction at Church Av.,bklyn g trains signal malfunction,7:32:14,g
30,NYC,PM,BKLYN,signal malfunction,11/25/19,Southbound 3 and 4 trains are moving at slower speeds near Pennsylvania Av because of a signal malfunction at that station.,bklyn 3 and 4 trains signal malfunction,9:30:32,"3, 4"
5,NYC,PM,QNS,signal problems,11/25/19,"Lefferts Blvd-bound A trains are ending at Howard Beach-JFK Airport because of a signal problem at Lefferts Blvd.

Expect delays in both directions.

For service to Ozone Park-Lefferts Blvd, take the Q112 bus from the Rockaway Blvd station.",qns a trains signal problem,11:27:17,a
43,NYC,AM,SI,slippery rails,11/25/19,SIR trains are running with delays in both directions due to slippery rails.,si sir trains slippery rails,8:27:40,
12,NYC,PM,BKLYN,struck by train,11/25/19,2 and 5 trains are delayed in both directions while we investigate a report of someone being struck by a train at Winthrop St.,bklyn 2 and 5 trains person struck by train,1:09:21,"2, 5"
35,NYC,AM,,switch problems,11/25/19,Expect delays in southbound D N R and W service while we reroute B and Q trains in Manhattan and Brooklyn because of a switch problem at DeKalb Av.,manh/bklyn d n r and w trains switch problem,10:20:24,"d, n, r, w"
47,NYC,PM,MANH,switch problems,11/25/19,"B and D trains are running with delays in both directions while we work to correct a switch malfunction at 145 St.

Some northbound B will run on the local track to Bedford Park Blvd.",manh b trains switch malfunction,8:20:20,b
7,NYC,AM,MANH,switch problems,11/25/19,"Update: B/Q trains have resumed running on their regular routes after we corrected a malfunctioning switch at DeKalb Av.

Expect residual delays on the B/Q and D/N/R lines while we get trains back on schedule.",manh and bk b and q trains switch problem,11:34:04,"b, q"
3,NYC,PM,MANH,switch problems,11/25/19,Expect delays on the 2 and 3 lines as downtown trains run local south of 96 St in Manhattan due to a switch malfunction at 137 St-City College on the 1 line.,manh 2 and 3 trains switch malfunction,8:13:50,"2, 3"
18,NYC,PM,MANH,switch problems,11/25/19,Southbound 1 trains are holding in stations between 181 St and 137 St-City College because of a switch malfunction at 137 St-City College.,manh 1 trains switch malfunction,7:46:09,1
0,NYC,AM,BKLYN,switch problems,11/25/19,"Southbound Q trains are running on the R line from Atlantic Av-Barclays Ctr to 36 St then on the D line to Coney Island-Stillwell Av because of a switch problem at DeKalb Av.

Expect delays in southbound service.",bklyn q train switch problem,9:58:28,q
13,NYC,PM,BKLYN,track maintenance,11/25/19,"There are delays and multiple impacts in J and M train service while we perform urgent track maintenance at Marcy Av. 

Broad St-bound J and 71 Av-bound M trains are running express from Myrtle Av to Marcy Av. 

Jamaica bound J trains are running local from Marcy Av to Myrtle Av.",bklyn j and m trains track maintenance,2:55:46,"j, m"
5,NYC,AM,MANH,unsanitary train,11/25/19,Southbound 4 and 5 trains are delayed while we isolate a car with a soiled interior at 14 St-Union Sq.,manh 4 and 5 trains soiled interior,11:36:40,"4, 5"
36,NYC,PM,BKLYN,vandalized trains,11/25/19,Expect longer wait times for northbound F trains after we isolated a car with a damaged window at Jay St-MetroTech. One northbound F train was rerouted over the G line from Bergen St to Court Sq then along the E line to Jackson Hts-Roosevelt Av.,bklyn f trains vandalized train car,2:15:17,f
37,NYC,PM,QNS,signal malfunction,11/25/19,There are delays in M and R service while we reroute E trains on the local track as we work to correct a signal malfunction at 36 St (QNS).,qns m and r trains trains rerouted,9:03:47,"m, r"
35,NYC,AM,QNS,bridge,11/25/19,Expect longer wait times for northbound A trains after the South Channel Bridge was open for marine traffic.,qns a train bride opening,5:17:35,a
3,NYC,PM,MANH,network communications issue,11/25/19,Canarsie-bound L trains are proceeding with delays after an earlier network communication issue at 1 Av.,manh l train network communication issue,1:36:36,l
44,NYC,PM,MANH,brake activation,11/25/19,"There are service changes and delays on 3 trains while we investigate why a train's brakes were activated near Harlem-148 St.

There are no 3 trains between 135 St and Harlem-148 St in both directions. 

Some northbound 3 trains will run via the 1 line from 96 St to 137 St-City College. 

Some northbound 3 trains will run via the 2 line from 135 St to E 180 St. 

Expect delays in both directions.",manh 3 trains,12:09:14,3
17,NYC,PM,MANH,employee assault,11/25/19,Southbound 2 and 3 trains are running local from 34 St-Penn Station to 14 St while we request NYPD and EMS assistance for an assaulted MTA employee at 34 St-Penn Station.,manh 2 and 3 trains assaulted employee,5:15:39,"2, 3"
16,NYC,PM,MANH,employee assault,11/25/19,Expect delays in 1 train service as they share the local track with 2 and 3 trains while we request NYPD and EMS assistance for an assaulted MTA employee at 34 St-Penn Station.,manh 1 trains assaulted employee,5:17:10,1
0,NYC,PM,MANH,brakes activated,11/26/19,Northbound A and D trains are delayed while we investigate why a train's brakes were activated at 59 St-Columbus Circle.,manh a and d trains brakes activated,7:16:43,"a, d"
39,NYC,PM,BX,brakes activated,11/26/19,"Southbound 5 trains are running express from Dyre Av to E 180 St while we investigate why a train's brakes were activated at Gun Hill Rd.

For service to/from bypassed stations, use northbound 5 service.",bx 5 trains train with brakes activated,10:16:15,5
35,NYC,AM,BX,brakes activated,11/26/19,1 trains are delayed in both directions while we investigate why a train's brakes was activated at Van Cortlandt Park-242 St.,bx 1 train brakes activated,6:28:56,1
3,NYC,AM,BKLYN,brakes activated,11/26/19,Southbound Q trains are running express from Prospect Park to Kings Highway while we investigate what caused a train's brakes to activate at Avenue H.,bklyn q trains brakes activated,7:30:23,q
5,NYC,AM,BKLYN,brakes activated,11/26/19,Southbound Q trains are delayed while our crew investigates a train that had its brakes activated Cortelyou Rd.,bklyn q trains brakes activated,6:00:25,q
43,NYC,PM,BKLYN,brakes activated,11/26/19,Northbound N trains are running with delays while we investigate why a train's brakes were activated at Kings Hwy.,bklyn n trains brakes activated,2:47:29,n
32,NYC,AM,BKLYN,brakes activated,11/26/19,Northbound 2 are delayed while crews investigate a train that had its brakes activated at Flatbush Av-Brooklyn College.,bklyn 2 trains brakes activated,2:21:54,2
43,NYC,PM,QNS,disruptive passenger,11/26/19,Main St-bound 7 trains are delayed while we request police assistance for a disruptive passenger at 111 St.,qns 7 trains disruptive passenger,9:43:13,7
10,NYC,PM,BX,disruptive passenger,11/26/19,Southbound 6 trains are running with delays while we request police assistance for a disruptive passenger at Zerega Av.,bx 6 trains disruptive passenger,4:08:01,6
37,NYC,PM,BKLYN,disruptive passenger,11/26/19,Southbound Q trains are delayed while we request NYPD assistance for disruptive passengers at Neck Rd.,bklyn q trains disruptive passengers,7:32:46,q
44,NYC,PM,MANH,medical problems,11/26/19,Northbound N and Q trains are running on the local track from Canal St to 34 St-Herald Sq while we request EMS assistance for someone at 14 St-Union Sq.,manh n and q trains medical assistance,2:43:01,"n, q"
24,NYC,PM,MANH,medical problems,11/26/19,Northbound A and D trains are running with delays while we request EMS assistance for someone at 125 St.,manh a and d trains medical assistance,8:29:13,"a, d"
40,NYC,PM,MANH,medical problems,11/26/19,Northbound A and D trains are delayed while we get medical help for someone at 125 St.,manh a and d trains medical assistance,7:30:01,"a, d"
36,NYC,PM,MANH,medical problems,11/26/19,Southbound 1 trains are delayed while we request medical help for someone at Houston St.,manh 1 trains medical help,10:29:47,1
3,NYC,PM,MANH,medical problems,11/26/19,"Northbound 1 trains are running on the express track from Chambers St to 14 St while we request EMS assistance for someone at 14 St.

For service to/from bypassed stations, take a southbound train.",manh 1 trains medical assistance,6:40:35,1
12,NYC,PM,"BKLYN, MANH",medical problems,11/26/19,You may experience longer than expected wait times for northbound 2 trains after we got medical help for someone at Houston St.,bklyn and manh 2 trains medical help,11:48:27,2
37,NYC,AM,QNS,nypd activity,11/26/19,"Northbound F trains are running local from 36 St (Queens) to Jackson Hts-Roosevelt Av because of  NYPD activity at Roosevelt Av.

You may experience delays in northbound E train service.",qns f trains nypd activity,12:21:44,f
47,NYC,PM,BX,nypd activity,11/26/19,Southbound 6 trains are delayed because of NYPD activity at Hunts Point Av.,bx 6 trains nypd activity,4:47:24,6
3,NYC,AM,MANH,police assistance,11/26/19,"Northbound 4 and 6 trains are running on the express track Brooklyn Bridge-City Hall to 14 St-Union Sq while we request EMS assistance for an disruptive passenger at Canal St.

For service to/from the bypassed stations, take a southbound train.",manh 4 and 6 trains police assistance,4:09:33,"4, 6"
49,NYC,AM,SI,rail condition,11/26/19,Staten Island Railway trains are running with delays in both directions because of slippery rail conditions.,si sir trains slippery rail conditions,1:32:42,
11,NYC,PM,BX,rail repair,11/26/19,Southbound D trains are running express from 161 St-Yankee Stadium to 145 St while we make urgent repairs to a rail near 161 St-Yankees Stadium.,bx d trains rail repair,2:01:26,d
4,NYC,PM,MANH,sick passenger,11/26/19,"Northbound N, R, and W trains are getting back on schedule after we got medical help for someone at 57 St-7 Av.",manh n r w trains sick passenger,6:31:53,"n, r, w"
35,NYC,AM,BX,sick passenger,11/26/19,Southbound 2 trains are delayed while we get EMS assistance for a customer at 3 Av-149 St.,bx 2 trains sick customer,12:25:39,2
19,NYC,AM,BKLYN,sick passenger,11/26/19,Northbound F and G trains are running with delays due to brakes activated on a G at Church Av and someone requesting medical assistance at Carroll St,bklyn f and g trains brakes activated/sick passenger,9:08:12,"f, g"
30,NYC,PM,QNS,signal malfunction,11/26/19,71 Av-bound M and R trains are running at slower speeds while our crews work to correct a signal malfunction at Elmhurst Av.,qns m and r trains signal malfunction,5:39:34,"m, r"
18,NYC,PM,QNS,signal malfunction,11/26/19,Expect delays in northbound E and F train service because M and R trains are running on the express track while we work to correct a signal malfunction at Elmhurst Av.,qns e and f trains signal malfunction,6:08:44,"e, f"
21,NYC,PM,"MANH, BX",signal malfunction,11/26/19,"Northbound 4, 5 and 6 trains are getting back on schedule after our crews corrected a signal malfunction at 3 Av-138 St.",manh and bx 4 5 and 6 trains signal malfunction,8:39:41,"4, 5, 6"
22,NYC,PM,"MANH, BX",signal malfunction,11/26/19,Northbound 4 5 6 trains are running with delays because of a malfunctioning signal at 3 Av-138 St.,manh and bx 4 5 and 6 trains signal malfunction,6:01:28,"4, 5, 6"
6,NYC,AM,BX,signal problems,11/26/19,Southbound 6 trains are running express from Hunts Point Av to 3 Av-138 St while we investigate the cause of an earlier signal problem at 3 Av-138 St,bx 6 train signal problem,11:44:23,6
37,NYC,PM,BKLYN,signal problems,11/26/19,Northbound D trains are running at slower speeds in Brooklyn while we work to address a signal problem at 9 Av.,bklyn d trains signal problem,10:27:18,d
16,NYC,AM,MANH,switch problems,11/26/19,Southbound 6 trains are running express from Hunts Point Av to 138 St-3 Av because of a switch problem at 138 St-3 Av.,manh 6 trains switch problem,9:10:28,6
41,NYC,AM,BKLYN,switch problems,11/26/19,Northbound B and Q trains are running with delays while we address a switch problem between Parkside Av and Prospect Park,bklyn b and q trains switch problem,7:50:49,"b, q"
36,NYC,AM,MANH,track maintenance,11/26/19,"Brooklyn-bound N, Q and R trains are delayed because of track maintenance from Canal St to DeKalb Av.",manh n/q/r trains track maintenance,12:24:40,
24,NYC,AM,MANH,track maintenance,11/26/19,Northbound A trains are bypassing Dyckman St because of track maintenance near that station.,manh a trains track maintenance,3:00:41,a
8,NYC,PM,QNS,broken window,11/26/19,Southbound E and F trains are running with delays while we remove a train with a broken window from service at Briarwood.,qns e and f trains train remove from service.,6:24:12,"e, f"
19,NYC,PM,MANH,employee assault,11/26/19,"Northbound N, Q and R trains are bypassing 49 St while we request NYPD and EMS assistance for an assaulted MTA employee at that station.

For service to 49 St, take a southbound N, Q or R train.",manh n q and r trains employee assault,8:43:37,"n, q, r"
37,NYC,AM,MANH,rail replacement,11/26/19,"Northbound N and Q trains are running express from Canal St to 57 St-7 Av while our crews replace rails at 23 St.

For service to/from the bypassed stations, take a southbound train.",manh n and q trains rail replacement,2:03:42,"n, q"
42,NYC,PM,MANH,disruptive passenger,11/26/19,Northbound 4 5 trains are getting back on schedule after NYPD removed a person being disruptive from a train at 14 St-Union Sq.,manh 4 and 5 trains disruptive person,5:01:19,"4, 5"
41,NYC,PM,BX,surfing,11/26/19,Northbound 4 trains are delayed while we investigate reports that someone is riding on top of a train at Fordham Rd.,bx 4 trains disruptive people,7:29:46,4
18,NYC,AM,BKLYN,brake activation,11/26/19,Southbound F trains are running with delays while we investigate the cause of emergency brakes being activated near Kings Highway.,bklyn f train emergency brakes,11:13:50,f
28,NYC,PM,MANH,brakes activated,11/27/19,Northbound R trains are delayed while we investigate why a train's brakes were activated at Lexington Av-59 St.,manh r trains brakes activated,10:14:22,r
35,NYC,PM,MANH,brakes activated,11/27/19,"There are delays and some reroutes in N, R and W train service while we investigate why a train's brakes were activated at Lexington Av-59 St.

Northbound N and W trains are holding in stations. 

Some northbound R trains are stopping along the Q line from 57 St-7 Av to Lexington Av-63 St then along the F line to 36 St (Qns).",manh n r and w trains brakes activated,9:49:39,"n, r, w"
32,NYC,AM,MANH,brakes activated,11/27/19,"Northbound 6 trains are running express from Grand Central-42 St to 125 St while we investigate what activated a train's brakes at 116 St.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound train.",manh 6 train brakes activated,7:02:28,6
40,NYC,AM,BX,brakes activated,11/27/19,"Southbound 5 trains are running express from Gun Hill Rd to E 180 St because a train's brakes were activated at Gun Hill Rd.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",bx 5 train brakes activated,10:18:25,5
33,NYC,AM,BKLYN,brakes activated,11/27/19,Southbound Q trains are running on the express track from Prospect Park to Kings Highway while we investigate why a train's brakes were activated at Avenue H.,bklyn q trains train with brakes activated,5:48:22,q
31,NYC,PM,BKLYN,brakes activated,11/27/19,Southbound Q trains are delayed while we investigate why a train's brakes were activated at Beverley Rd.,bklyn q trains brakes activated,5:07:22,q
48,NYC,PM,BKLYN,brakes activated,11/27/19,Southbound Q trains are delayed while we investigate why a train's brakes were activated at Cortelyou Rd.,bklyn q trains brakes activated,4:36:25,q
37,NYC,AM,BKLYN,brakes activated,11/27/19,Northbound Q trains are delayed because a train's brakes were activated at Cortelyou Rd.,bklyn q train brakes activated,10:25:28,q
41,NYC,AM,BKLYN,brakes activated,11/27/19,"Southbound Q trains are running express from Prospect Park to Kings Hwy while we investigate what activated a train's brakes at Avenue J.

For service to/from bypassed stations, take a northbound train.",bklyn q train brakes activated,6:50:08,q
41,NYC,PM,BKLYN,brakes activated,11/27/19,Northbound N trains are delayed while we investigate why a train's brakes were activated at New Utrecht Av.,bklyn n trains train with brakes activated,11:25:27,n
7,NYC,PM,BKLYN,brakes activated,11/27/19,Southbound N trains are delayed while we investigate why a train's brakes were activated at New Utrecht Av.,bklyn n trains train with brakes activated,10:43:05,n
1,NYC,AM,BKLYN,brakes activated,11/27/19,"Northbound N trains are running on the local track from 59 St to 36 St while we investigate what activated a train's brakes at 36 St.

Expect delays in local service.",bklyn n train brakes activated,9:58:57,n
7,NYC,AM,BKLYN,brakes activated,11/27/19,Northbound N and D trains are delayed while we investigate what activated a train's brakes at 36 St.,bklyn n and d trains brakes activated,9:46:14,"n, d"
23,NYC,PM,BKLYN,brakes activated,11/27/19,Expect delays in southbound B trains as they share the track with Q trains while we investigate why a train's brakes were activated at Beverly Rd.,bklyn b trains brakes activated,5:16:52,b
43,NYC,PM,BKLYN,brakes activated,11/27/19,Expect delays in southbound B trains as they share the track with Q trains while we investigate why a train's brakes were activated at Cortelyou Rd.,bklyn b trains brakes activated,4:45:40,b
31,NYC,PM,MANH,disruptive passenger,11/27/19,Southbound 1 trains are delayed while NYPD responds to a disruptive person at 18 St.,manh 1 train disruptive passenger,10:05:01,1
34,NYC,PM,BKLYN,disruptive passenger,11/27/19,Southbound N trains are ending at Kings Hwy while we request NYPD assistance with a disruptive passenger at 86 St.,bklyn n trains disruptive passenger,7:34:03,n
32,NYC,AM,MANH,door problems,11/27/19,Expect longer waits for Forest Hills-bound R trains after we removed a train with a door problem from service at City Hall.,manh r train door problem,8:59:35,r
40,NYC,PM,MANH,door problems,11/27/19,"Northbound F trains are running with delays while we remove a train with a door malfunction from service at East Broadway.

Some northbound F trains are running on the A line from Jay St-MetroTech to W 4 St-Washington Sq.",manh f trains door malfunction,5:48:07,f
21,NYC,PM,MANH,door problems,11/27/19,Expect longer wait times for northbound E train service after we corrected a door malfunction on a train at World Trade Center.,manh e trains door malfunction,2:36:26,e
16,NYC,PM,MANH,door problems,11/27/19,Southbound 6 trains are delayed while we remove a train with door problems from service at 14 St-Union Sq.,manh 6 trains train with door problems,10:28:59,6
25,NYC,AM,MANH,door problems,11/27/19,Southbound 3 trains are proceeding with delays after we corrected a train with door problems at 96 St.,manh 3 train door problem,10:49:36,3
14,NYC,AM,MANH,door problems,11/27/19,Northbound 2 and 3 trains are proceeding with delays after we fixed a train with door problems at Wall St.,manh 2 and 3 trains door problems,7:40:45,"2, 3"
46,NYC,AM,BKLYN,door problems,11/27/19,Northbound A trains are proceeding with delays after a customer refused to allow the train doors to close at Broadway Junction.,bklyn a train door problem,8:32:14,a
5,NYC,AM,QNS,injured customer,11/27/19,Expect longer wait times in northbound R service while we take a train out of service because of an injured customer at 65 St in Queens.,qns r trains injured customer,12:12:55,r
8,NYC,PM,QNS,investigation,11/27/19,Forest Hills-bound M and R trains are delayed while NYPD conducts an investigation at Forest Hills-71 Av.,qns m and r trains nypd investigation,10:39:49,"m, r"
21,NYC,AM,MANH,investigation,11/27/19,"Northbound A, B, C and D trains are experiencing delays entering and leaving 59 St-Columbus Circle while NYPD conducts an investigation at that station.",manh a b c and d trains nypd investigation,9:21:56,"a, b, c, d"
34,NYC,AM,MANH,investigation,11/27/19,Northbound 4 and 6 trains are delayed while NYPD conducts an investigation at 59 St.,manh 4 trains nypd investigation,12:47:56,4
21,NYC,PM,SI,mechanical problems,11/27/19,St George-bound SIR trains will pick up passengers on the Tottenville platform between Jefferson Av and Old Town because of a train with mechanical problems at Jefferson Av.,si sir trains mechanical problems,8:04:56,
4,NYC,AM,QNS,mechanical problems,11/27/19,Expect longer waits for southbound M and R trains after we fixed a mechanical problem on a train at Elmhurst Av.,qns m and r trains mechanical problem,6:22:35,"m, r"
11,NYC,AM,QNS,mechanical problems,11/27/19,Flushing-bound 7 trains are delayed while we remove a train with a mechanical problem from service at 74 St-Broadway.,qns 7 train mechanical problem,7:46:02,7
49,NYC,AM,MANH,mechanical problems,11/27/19,Franklin Av-bound Franklin Av Shuttle trains are delayed while we investigate a mechanical problem on a train near Botanic Gardens.,manh franklin av shuttle train mechanical problem,6:30:22,
12,NYC,PM,MANH,mechanical problems,11/27/19,Southbound F and M trains are delayed while we remove a train with a mechanical problem from service at 47-50 Sts-Rockefeller Center,manh f and m trains mechanical problem,6:42:21,"f, m"
11,NYC,AM,BKLYN,mechanical problems,11/27/19,Expect longer waits for northbound Q trains after a train experienced a mechanical problem in Brooklyn.,bklyn q train mechanical problem,9:39:18,q
30,NYC,AM,BKLYN,mechanical problems,11/27/19,8 Av-bound L trains are delayed while we remove a train with a mechanical problem from service at Atlantic Av.,bklyn l train mechanical problem,7:05:08,l
31,NYC,PM,"BKLYN, MANH",mechanical problems,11/27/19,Northbound D trains are delayed while we work to address a mechanical problem on a work train on the Manhattan Bridge.,bklyn and manh d trains work train with mechanical problem,11:44:34,d
7,NYC,AM,MANH,medical problems,11/27/19,Expect delays on northbound R and W trains while they share the local track with N and Q trains so we can get medical help for someone at 34 St.,manh r and w trains medical help,6:19:38,"r, w"
14,NYC,AM,MANH,medical problems,11/27/19,"Northbound N and Q trains are running on the local track from Canal St to 34 St-Herald Sq while we get medical help for someone at 34 St-Herald Sq.

Expect delays in northbound service.",manh n and q trains medical help,6:13:43,"n, q"
8,NYC,PM,MANH,medical problems,11/27/19,Northbound 6 trains are delayed while we request medical assistance for someone at 23 St.,manh 6 trains medical assistance,4:17:16,6
42,NYC,AM,MANH,medical problems,11/27/19,2 trains are holding in stations in both directions while EMS responds to someone in need of medical help at Harlem-148 St.,manh 2 trains someone in need of medical help,1:53:40,2
42,NYC,AM,MANH,medical problems,11/27/19,Southbound 2 and 3 trains are holding in stations while we get medical help for a passenger at 72 St.,manh 2 and 3 trains medical assistance,8:41:28,"2, 3"
33,NYC,AM,BX,medical problems,11/27/19,6 trains are delayed in both directions while EMS responds to someone in need of medical attention at Pelham Bay Park.,bx 6 trains someone in need of medical attention,2:05:50,6
23,NYC,PM,BKLYN,medical problems,11/27/19,"Northbound R trains are running express from 36 St (Brooklyn) to Atlantic Av-Barclays Ctr while we get medical help for someone at Atlantic Av-Barclays Ctr.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound train.",bklyn r train medical help,12:29:34,r
0,NYC,PM,BKLYN,medical problems,11/27/19,Canarsie-bound L trains are holding in stations while we request medical assistance for someone at Montrose Av.,bklyn l trains medical assistance,4:29:49,l
32,NYC,PM,BKLYN,medical problems,11/27/19,"Northbound 4 trains are running express from 167 St to Burnside Av while we request EMS assistance for someone at Burnside Av.

For service to/from bypassed stations, use southbound 4 trains.",bklyn 4 trains medical assistance,7:37:04,4
14,NYC,PM,BKLYN,medical problems,11/27/19,Southbound 4 and 5 trains are running local from Atlantic Av-Barclays Ctr to Franklin Av while we request EMS assistance for someone at Atlantic Av-Barclays Ctr.,bklyn 4 and 5 trains medical assistance,2:50:01,"4, 5"
34,NYC,AM,QNS,nypd activity,11/27/19,Northbound A trains are delayed while we request NYPD assistance at Beach 44 St.,qns a train nypd assistance,8:55:01,a
34,NYC,AM,QNS,nypd activity,11/27/19,"Northbound A trains are skipping Howard Beach-JFK Airport while we request NYPD assistance at that station.

For service to/from that station, take a southbound train.",qns a train nypd activity,7:00:16,a
32,NYC,PM,BKLYN,nypd activity,11/27/19,Southbound 2 and 3 trains are delayed while we get NYPD assistance for a customer at Atlantic Av-Barclays Ctr.,bklyn 2 and 3 trains nypd assistance,12:18:17,"2, 3"
15,NYC,PM,MANH,removed a train from service,11/27/19,Northbound E trains are delayed while we remove a train with mechanical problems from service at 50 St.,manh e trains train removed from service,4:10:15,e
16,NYC,PM,"BKLYN, MANH",sick passenger,11/27/19,Northbound A/C trains are getting back on schedule after we got emergency medical help for someone at Jay St-MetroTech.,bklyn and manh a and c trains sick customer,8:21:52,"a, c"
16,NYC,PM,QNS,signal malfunction,11/27/19,Expect delays in M and R trains while they share the southbound track with E and F trains because of a signal malfunction at Jackson Hts-Roosevelt Av.,qns m and r trains signal malfunction,4:06:15,"m, r"
17,NYC,PM,QNS,signal malfunction,11/27/19,Southbound E and F trains are running local from Forest Hills-71 Av to Jackson Hts-Roosevelt Av because of a signal malfunction at Jackson Hts-Roosevelt Av.,qns e and f trains signal malfunction,4:05:07,"e, f"
41,NYC,AM,MANH,signal malfunction,11/27/19,Uptown 1 and 2 trains are delayed because of a signal malfunction at 59 St-Columbus Circle.,manh 1 and 2 trains signal malfunction,3:45:53,"1, 2"
0,NYC,PM,MANH,signal problems,11/27/19,"Northbound N, Q, R and W trains are delayed while we work to address a signal problem at Lexington Av-59 St.",manh n q r and w trains signal problem,10:59:28,"n, q, r, w"
48,NYC,AM,BKLYN,signal problems,11/27/19,Northbound N trains are running with delays while we work to address a signal problem at 86 St (BKLYN).,bklyn n trains signal problem,1:44:57,n
41,NYC,PM,BKLYN,signal problems,11/27/19,Expect a longer wait time for B and Q trains in both directions while we work to correct a signal problem at Prospect Park.,bklyn b and q trains signal problem,12:04:37,"b, q"
16,NYC,AM,SI,slippery rails,11/27/19,SIR trains are running with delays in both directions due to slippery rails.,si sir trains slippery rails,7:31:26,
28,NYC,PM,QNS,struck by train,11/27/19,E trains are delayed in both directions while we request police and EMS assistance for someone who was struck by a train at Sutphin Blvd-Archer Av JFK Airport,qns e trains person struck by a train,5:12:30,"e, a"
42,NYC,AM,"MANH, BX",struck by train,11/27/19,"There is no 1 train service between 242 St-Van Cortlandt Park and 215 St while emergency teams respond to someone who was struck by a train at 238 St.

1 trains are running between 215 St and South Ferry.

For service to/from affected stations, see a station agent to request a free courtesy pass for Bx7 and/or Bx9 bus service.",manh and bx 1 trains person struck by train,12:32:40,1
9,NYC,PM,BX,struck by train,11/27/19,Southbound 6 trains are delayed while we investigate reports that someone was struck by a train at Brook Av.,bx 6 trains customer struck by train,8:47:40,6
3,NYC,AM,BX,struck by train,11/27/19,1 trains are delayed in both directions while emergency crews respond to someone who was struck by a train at 231 St.,bx 1 trains someone struck by a train,12:15:51,"1, a"
39,NYC,AM,MANH,track fire,11/27/19,1 and 2 trains in both directions are delayed while FDNY responds to a report of a track fire at Chambers St.,manh 1 and 2 trains track fire,12:39:58,"1, 2"
46,NYC,AM,MANH,track fire,11/27/19,1 and 2 trains in both directions are delayed while FDNY responds to a report of a track fire at Chambers St.,manh 1 and 2 trains track fire,12:27:06,"1, 2"
24,NYC,AM,"MANH, BKLYN",track maintenance,11/27/19,Southbound 2 trains are delayed while our crews perform track maintenance in the Clark St tube between Wall St and Clark St.,manh and bklyn 2 trains track maintenance,2:25:54,2
20,NYC,AM,BKLYN,unauthorized person,11/27/19,Church Av-bound G trains are holding in stations while NYPD responds to an unauthorized person on the tracks at Classon Av.,bklyn g trains unauthorized person on tracks,11:04:50,g
35,NYC,AM,BKLYN,unauthorized person,11/27/19,Northbound 3 trains are delayed while we remove third-rail power as NYPD works to remove an unauthorized person from the tracks at Junius St.,bklyn 3 trains unauthorized person on the tracks,10:27:08,3
39,NYC,PM,MANH,work trains,11/27/19,Expect delays in 1 service in both directions after we moved a work train near 137 St-City College.,manh 1 train work train,12:09:21,1
